FID,geom,site_name,site_address,site_city,site_state,site_zip,site_region,site_area,site_pci,globalid,client_globalid,Latitude,Longitude
Sites.602,POINT (-117.15838796838257 32.82087512280635),"100390 - Vista Balboa Center
",4229-4349 Ruffner St,San Diego,CA,92111,,277690,61,{c20728be-ada0-467f-9409-97503a562dc9},{9332e7f4-c292-4480-af81-dacc89da5a87},32.82087512280630000000,-117.15838796838200000000
Sites.545,POINT (-96.82883108187417 32.81431492191679),Store 509,4901 Maple Ave,Dallas,TX,75235,,95945,89,{4d0b191a-773a-4575-b2e1-e1babc5355d1},{a3063a40-85a5-46db-ad1e-34a5f3e908bf},32.81431492191670000000,-96.82883108187410000000
Sites.585,POINT (-96.81245108069126 32.81292131749987),528,4142 Cedar Springs Rd,Dallas,TX,75219,,104741,79,{4f5ea8fc-724d-42fe-baa4-df559dccfd36},,32.81292131749980000000,-96.81245108069120000000
Sites.436,POINT (-96.78976062544876 32.803278771453066),Cityplace Market,Rte. 75 & Lemmon Ave,Dallas,TX,75204,,151854,84,{e873de5c-6972-4f2b-bb08-1c886be8631b},{9332e7f4-c292-4480-af81-dacc89da5a87},32.80327877145300000000,-96.78976062544870000000
Sites.411,POINT (-96.6004012542391 32.77181936107096),"102560 - Kroger Plaza
",525 N Galloway Ave,Mesquite,TX,75149,,250464,70,{f780db3a-1c58-4aec-8738-f9701ba39973},{9332e7f4-c292-4480-af81-dacc89da5a87},32.77181936107090000000,-96.60040125423910000000
Sites.531,POINT (-97.35175380927416 32.754843299588885),Montgomery Plaza,W. 7th St. & Carroll St.,Fort Worth,TX,76107,,887317,98,{ff905f55-dc76-4172-8c94-7206a5861ea4},,32.75484329958880000000,-97.35175380927410000000
Sites.287,POINT (-117.0997743827389 32.74867048451385),"116890 - City Heights Center
",3830-3950 42nd St,San Diego,CA,92105,,154643,91,{f6cef57d-4e09-4ec4-8a7b-31e8c23d6d08},{9332e7f4-c292-4480-af81-dacc89da5a87},32.74867048451380000000,-117.09977438273800000000
Sites.576,POINT (-96.44947661516879 32.74848251873163),579 - Forney,500 Marketplace Blvd,Forney,TX,75126,,327799,97,{81440020-99be-4c99-b750-3a242afce100},{a3063a40-85a5-46db-ad1e-34a5f3e908bf},32.74848251873160000000,-96.44947661516870000000
Sites.568,POINT (-117.20587891098258 32.7471687008564),Kimco - 114210 Loma Square,Rosecrans St. & Midway Dr.,San Diego,CA,92110,,395840,71,{3fc3c7e5-2e33-48e9-b0c0-228183c0fe22},{9332e7f4-c292-4480-af81-dacc89da5a87},32.74716870085640000000,-117.20587891098200000000
Sites.275,POINT (-116.93052721347601 32.74561957594971),Rancho San Diego,Jamacha Rd. & Fury Lane,El Cajon,CA,92019,,236302,65,{b58b2091-654e-4d98-80ce-e7a715927e10},,32.74561957594970000000,-116.93052721347600000000
Sites.74,POINT (-97.04254300299999 32.67391972400003),Kroger Dallas - 817,2525 I-20 Frontage Rd,Grand Prairie,TX,75052,,201915,93,{F0B4D1B7-5F4B-4119-8E33-CC8F9842C461},,32.67391972400000000000,-97.04254300299990000000
Sites.542,POINT (-97.18874038227345 32.64861770412558),Store 592,5101 W Sublet Rd.,Arlington,Tx,76017,,357634,94,{bcb35386-a5e2-41f5-b5a9-af6bcd06d8b7},{a3063a40-85a5-46db-ad1e-34a5f3e908bf},32.64861770412550000000,-97.18874038227340000000
Sites.493,POINT (-97.06005030594568 32.645674022158644),Lake Prairie Towne Crossing,New Hwy 360 & W Camp Wisdom Rd.,Grand Prairie,TX,75052,,1255825,92,{54eb5841-a829-4a32-8650-9bb45ed5e1c0},,32.64567402215860000000,-97.06005030594560000000
Sites.583,POINT (-97.0833966472996 32.57389735247818),594,3300 E Broad St,Mansfield,TX,76063,,321566,88,{be765ade-75ba-de5c-877f-743c6bd32aa7},,32.57389735247810000000,-97.08339664729960000000
Sites.617,POINT (-97.32089720534513 32.569679041063885),117690 Gateway Station Phase II,NcAlister Road & Ashbury Blvd. on Hwy. 35,Burleson,TX,76028,,181959,95,{ff0e4c0f-cf9b-4938-a083-3e8515ad3954},,32.56967904106380000000,-97.32089720534510000000
Sites.638,POINT (-97.32176591845801 32.56807602707043),104960 Gateway Station,McAlister Road & Ashbury Blvd. on Hwy. 35,Burleson,TX,76028,,808770,97,{44e48272-8a2b-4503-acaa-c2baaf38c126},,32.56807602707040000000,-97.32176591845800000000
Sites.580,POINT (-97.34926667822438 32.516593694177494),Store 591,1631 SW Wilshire Blvd,Burleson,TX,76028,,332601,94,{17631a14-5e00-4c96-b55a-111d21221752},{a3063a40-85a5-46db-ad1e-34a5f3e908bf},32.51659369417740000000,-97.34926667822430000000
Sites.298,POINT (-85.05087524354909 32.50742275150634),817,3784 US-431 N,Phenix City,AL,36867,,282300,51,{8c54d473-c594-4f87-98c6-0dba23f59b31},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},32.50742275150630000000,-85.05087524354900000000
Sites.524,POINT (-96.99335196338997 32.45890873961014),596,2200 FM 663,Midlothian,TX,76065,,323302,92,{cc0f39dc-7b7b-4ddc-ba23-f6bd096953b9},,32.45890873961010000000,-96.99335196338990000000
Sites.570,POINT (-97.72692876543357 32.453929692677654),917,3915 Hwy 377,Granbury,TX,76049,,373085,89,{2bd8eef7-18cd-99ea-827c-add73654bcd8},,32.45392969267760000000,-97.72692876543350000000
Sites.311,POINT (-99.78322282246302 32.408846903809625),6583,4590 SW Dr,Abilene,TX,79601,,281710,69,{858017c8-1822-4fd7-b999-bbb19f8f7333},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},32.40884690380960000000,-99.78322282246300000000
Sites.281,POINT (-93.72899830245213 32.39378383151239),533,9484 Ellerbe Rd,Shreveport,LA,71106,,361156,95,{23b822de-9de7-fad7-e72b-ad9755bdce8f},,32.39378383151230000000,-93.72899830245210000000
Sites.49,POINT (-110.97644416299994 32.350519656000074),Entrada de Oro Plaza SC,7951 N Oracle Rd,Oro Valley,AZ,85704,,328123,,{6644E498-26B2-482F-AEE5-674CF4F8522C},,32.35051965600000000000,-110.97644416299900000000
Sites.273,POINT (-90.87318868430356 32.316634138722335),2909,50 Halls Ferry Rd,Vicksburg,MS,39180,,458042,25,{48a77a2b-4167-4b49-9d81-aece00a9ee54},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},32.31663413872230000000,-90.87318868430350000000
Sites.278,POINT (-90.87318868430356 32.316634138722335),2909,50 Halls Ferry Rd,Vicksburg,MS,39180,,229021,54,{9c835fdd-8988-426b-88ae-2bb41e795f5e},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},32.31663413872230000000,-90.87318868430350000000
Sites.54,POINT (-110.79728952299996 32.258799570000065),Madera Village,9125 E Tanque Verde Rd,Tucson,AZ,85749,,224639,65,{43123E73-FDE8-4CFB-BFBD-D63751C46E18},,32.25879957000000000000,-110.79728952299900000000
Sites.397,POINT (-98.9794104419968 31.731375590831778),6820,100 Market Pl Blvd,Brownwood,TX,76801,,235853,60,{ff989ccc-f961-4b16-b916-1735c16506d0},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},31.73137559083170000000,-98.97941044199680000000
Sites.11,POINT (-97.90864719589858 31.11530316320416),Copperas Cove,674 Town Square,Copperas Cove,Tx,76522,,404197,28,{e51f2a37-af65-437d-b900-4d51a91ae5cf},{2cfca3c6-8eab-43ed-9e3d-a0517508779e},31.11530316320410000000,-97.90864719589850000000
Sites.446,POINT (-81.54888841137824 30.628753251094),6921,463785 State Rd 200,Yulee,FL,32097,,358517,68,{14d754d3-1134-459b-8a82-b7769ad25b33},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},30.62875325109400000000,-81.54888841137820000000
Sites.308,POINT (-97.78832771233571 30.531602782408275),6585,2700 E Whitestone Blvd,Cedar Park,TX,78613,,323452,71,{1c8dd0a4-d24c-417d-b9bc-bd79583282b5},,30.53160278240820000000,-97.78832771233570000000
Sites.238,POINT (-89.09447940135921 30.42940141525463),2901,15220 Creosote Rd,Gulfport,MS,39503,,290064,64,{18f273bd-a298-4a96-8ed3-d2644ff63723},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},30.42940141525460000000,-89.09447940135920000000
Sites.268,POINT (-89.09447940135921 30.42940141525463),2901,15220 Creosote Rd,Gulfport,MS,39503,,290064,52,{3695dfa1-5270-492c-8fdb-a65a3bb17a55},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},30.42940141525460000000,-89.09447940135920000000
Sites.444,POINT (-95.48104166341457 30.34770503929962),Conroe Marketplace,I-45 & FM 3083,Conroe,Tx,77303,,901394,89,{7f988763-7226-46fb-8d11-ca43d4a96fa6},{9332e7f4-c292-4480-af81-dacc89da5a87},30.34770503929960000000,-95.48104166341450000000
Sites.633,POINT (-97.70552173878635 30.321201064049102),"Latipac Property Management - Austin, TX",6021 N Interstate 35 Frontage Rd,Austin,TX,78723,,52598,36,{80b2d70f-482d-40d9-908e-73a617832c52},,30.32120106404910000000,-97.70552173878630000000
Sites.279,POINT (-97.95547407413109 30.318501582178953),6531,3600 Ranch Rd 620 S,Bee Cave,TX,78738,,302592,92,{dbd2b1fd-8ff3-4a95-8bb3-ef7a92e13604},,30.31850158217890000000,-97.95547407413100000000
Sites.474,POINT (-97.87491178420208 30.23544124197817),"105890 - Center of the Hills
",7010 State Hwy 71,Austin,TX,78735,,354775,70,{6e2bb5cf-f541-4dbf-8ede-de0ff5cd6173},{9332e7f4-c292-4480-af81-dacc89da5a87},30.23544124197810000000,-97.87491178420200000000
Sites.227,POINT (-97.82094493646645 30.23048475691231),TEST 113780 - Sunset Valley Marketfair,5400 Brodie Ln,Sunset Valley,TX,78745,,606927,50,{9ebf7a35-58f7-4e3b-87d2-aa3bd8960da6},{9332e7f4-c292-4480-af81-dacc89da5a87},30.23048475691230000000,-97.82094493646640000000
Sites.433,POINT (-97.82094493646645 30.23048475691231),"113780 - Sunset Valley Marketfair
",5400 Brodie Ln,Sunset Valley,TX,78745,,606927,50,{795cf003-8406-4dc6-8abd-31041aa2dfac},{9332e7f4-c292-4480-af81-dacc89da5a87},30.23048475691230000000,-97.82094493646640000000
Sites.1068,POINT (-85.66947606511587 30.19141943871561),23rd Street Station,650 W 23rd St,Panama City,FL,32405,,331566,65,{91126ab1-0ad1-4975-98fe-1d3e772f66ef},{d2111fe3-99f7-459b-b5bb-5d687d04813b},30.19141943871560000000,-85.66947606511580000000
Sites.594,POINT (-95.23119073939188 30.105993165095843),6523,23575 US-59,Porter,TX,77365,,276824,82,{03668e52-1e55-434f-bc85-19c285d8e3fa},,30.10599316509580000000,-95.23119073939180000000
Sites.513,POINT (-95.52047774336192 30.08679636961287),117500 Grand Parkway Marketplace,Grand Parkway & Kuykendahl Rd.,Spring,TX,77379,,1040845,94,{9be63ad2-6bea-5322-7bd3-122bcc7834ad},,30.08679636961280000000,-95.52047774336190000000
Sites.488,POINT (-95.52091773137673 30.083491556906303),Grand Parkway Marketplace II,Spring Stuebner Rd. & Kuykendahl Rd.,Spring,TX,77389,,753694,94,{233d2540-2f44-459d-9a3c-f34cbdb6f2cd},,30.08349155690630000000,-95.52091773137670000000
Sites.607,POINT (-95.5906213704474 30.01034940824107),Tomball Crossing,State Hwy. 249 & Lakewood Crossing Rd.,Houston,Tx,77377,,462024,78,{8f80a622-f271-465b-941e-2aae3a0ae5bf},{9332e7f4-c292-4480-af81-dacc89da5a87},30.01034940824100000000,-95.59062137044740000000
Sites.478,POINT (-95.1705423579488 29.999904322899848),Atascocita Commons,Humble Westfield Rd & W. Lake Houston Pkwy,Humble ,TX,77346,,837206,97,{72d40f5e-3057-42b4-af94-0bed8b0e8b78},,29.99990432289980000000,-95.17054235794880000000
Sites.306,POINT (-95.69294864905528 29.97300730968893),6586,17928 Spring Cypress Rd,Cypress,TX,77429,,285836,91,{50299ae1-97e4-4682-bc62-6a4cbd50bd54},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},29.97300730968890000000,-95.69294864905520000000
Sites.558,POINT (-95.69374728461472 29.970151393650305),Cypress Towne Center_110861,US 290 & Spring Cypress Rd.,Houston,TX,77429,,24692,85,{bf8657aa-316e-49db-8d16-ba03ad72a938},,29.97015139365030000000,-95.69374728461470000000
Sites.588,POINT (-95.69351849091271 29.968650013807867),Cypress Towne Center - 110862,US 290 & Spring Cypress Rd.,Houston,TX,77429,,502227,93,{c7ded485-24b8-42b3-b9f4-50b0181493a1},,29.96865001380780000000,-95.69351849091270000000
Sites.224,POINT (-95.69173222557144 29.966453221953614),Cypress Towne Center - 110860 TEST,US 290 & Spring Cypress Rd.,Houston,TX,77429,,69010,99,{33b62c84-cf1c-412d-9275-a163fdad8af5},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},29.96645322195360000000,-95.69173222557140000000
Sites.557,POINT (-95.69118026669076 29.96570556266074),Cypress Towne Center - 110863,US 290 & Spring Cypress Rd.,Houston,TX,77429,,119137,96,{d7cb6c0e-c6ed-498b-8f14-0fe8aa79a4e7},,29.96570556266070000000,-95.69118026669070000000
Sites.20,POINT (-90.18706049589679 29.96532053496616),362,5151 Citrus Blvd,Harahan,LA,70123,,244659,96,{99aa3774-72e1-40ef-94cf-08907316af8d},,29.96532053496610000000,-90.18706049589670000000
Sites.458,POINT (-95.6441050203171 29.881278974927074),The Center at Copperfield,FM 529 & Hwy. 6,Houston,TX,77084,,327479,81,{b2d03f6d-7dda-4a5b-9b08-bb449ebe908a},,29.88127897492700000000,-95.64410502031710000000
Sites.427,POINT (-95.6464860677297 29.881071271218307),"117490 - Copperfield Village
",6867 Hwy 6 N,Houston,TX,77084,,360487,48,{4aee35f8-09de-4419-9575-388f4ce0919f},{9332e7f4-c292-4480-af81-dacc89da5a87},29.88107127121830000000,-95.64648606772970000000
Sites.494,POINT (-95.64644302215474 29.874535260218316),Copperwood Village,FM 529 & Hwy. 6,Houston,TX,77084,,811862,55,{2f6b0f72-ab12-4670-8b10-0d49b64052a3},,29.87453526021830000000,-95.64644302215470000000
Sites.38,POINT (-95.31366928899996 29.711799822000046),I45/Telephone Rd,6000 Gulf Fwy,Houston,TX,77023,,409487,33,{B02E261E-8F3F-4355-8821-72C0125042E8},,29.71179982200000000000,-95.31366928899990000000
Sites.428,POINT (-95.64974594533453 29.648035399061694),116750 Woodbridge S.C.,"State Hwy. 6 &, W. Airport Blvd.",Sugar Land,TX,77498,,309221,86,{12be82de-ac8e-fb2a-228b-12be876adf62},,29.64803539906160000000,-95.64974594533450000000
Sites.1071,POINT (-95.15304735421242 29.647545637935647),100100 Fairway Plaza,Fairmont Pkwy & Sam Houston Pkwy,Pasadena,TX,77505,,,,{2bbf9028-d776-522c-a12d-92018dffbe92},,29.64754563793560000000,-95.15304735421240000000
Sites.14,POINT (-95.44446785099996 29.612338847000046),Southgate Shopping Center,West Fuqua St. & Hiram Clarke,Houston,TX,77045,,285937,62,{FA64AC1B-8F7E-4027-AB9C-665D0332F6BE},,29.61233884700000000000,-95.44446785099990000000
Sites.350,POINT (-95.02397578729678 29.539136023729327),6560,507 FM 2094,Clear Lake Shores,TX,77565,,345640,94,{a4ae28a7-ebc0-4bc9-88f8-3ada51c5d591},,29.53913602372930000000,-95.02397578729670000000
Sites.489,POINT (-95.13577868651193 29.53612408115182),Center at Baybrook,Gulf Frwy. I-45 & Medical Center Blvd.,Webster ,TX,77598,,875582,92,{7ac3e066-1086-42bd-aecb-be937d779e12},{9332e7f4-c292-4480-af81-dacc89da5a87},29.53612408115180000000,-95.13577868651190000000
Sites.84,POINT (-81.00295110599995 29.124647432000074),Truist Bank - Port Orange,3865 S Nova Rd,Port Orange,FL,32127,13200,13200,,{65FC690E-DC12-41AB-A67A-626227B8272C},,29.12464743200000000000,-81.00295110599990000000
Sites.356,POINT (-95.45877574049646 29.043620875441672),6517,100 Abner Jackson Pkwy,Lake Jackson,TX,77566,,289464,88,{87785f67-c0c5-438e-9a93-133be9d45efc},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},29.04362087544160000000,-95.45877574049640000000
Sites.88,POINT (-81.33358377199994 28.698416334000058),Truist Bank - Longwood,801 E State Rd,Longwood,FL,32750,34416,34416,33,{7DB20A33-B3CC-4CC9-8A7E-8B8A6B94A1A8},,28.69841633400000000000,-81.33358377199990000000
Sites.63,POINT (-81.32630300699998 28.60114172200008),Winter Park Corners,1951 Aloma Ave,Winter Park,FL,32792,,246411,89,{161930A1-A047-41C8-8616-3531FBA3F086},,28.60114172200000000000,-81.32630300699990000000
Sites.80,POINT (-82.53869150299994 28.45091292400008),Truist Bank - Spring Hill,"1170 Mariner Blvd, Spring Hill, FL 34609",Spring Hill,FL,34609,41937,41937,61,{A1D7A1A0-8674-4DBC-B3B0-CCF3C8B9322B},,28.45091292400000000000,-82.53869150299990000000
Sites.209,POINT (-81.4025781627652 28.374864615082203),6328,13121 S Orange Blossom Tr,Orlando,FL,32837,,367485,70,{52cdae41-ab25-4268-8662-01513738bc4a},,28.37486461508220000000,-81.40257816276520000000
Sites.9,POINT (-82.36534835579333 28.128432208499508),6311,17601 Bruce B Downs Blvd,Tampa,FL,33647,,261918,74,{7649e438-d02a-47d7-83c0-f850fe18f8a4},,28.12843220849950000000,-82.36534835579330000000
Sites.79,POINT (-82.39867784799998 28.098496949000037),Truist Bank - Tampa,16102 Bruce B Downs Blvd,Tampa,FL,33647,31185,31185,59,{18E84CF9-6FB8-4C56-8685-5B6DA39FDE22},,28.09849694900000000000,-82.39867784799990000000
Sites.85,POINT (-80.62024810699995 28.035838339000065),Truist Bank - Palm Bay,1725 Palm Bay Rd NE,Palm Bay,FL,32905,51182,51182,62,{9A985C54-4EF1-4C3B-B3F4-86490E237CAF},,28.03583833900000000000,-80.62024810699990000000
Sites.591,POINT (-82.26204053172906 27.93920996729749),6305,1524 E Brandon Blvd,Brandon,FL,33511,,242037,62,{19800385-cb60-41e5-be9b-a11dcc8a75da},,27.93920996729740000000,-82.26204053172900000000
Sites.1084,POINT (-82.32455572274596 27.936624945027578),"100110 - Plaza at Brandon Town Center
",187 Brandon Town Center Dr,Brandon,FL,33511,,442042,76,{8d208d85-993b-441a-b0aa-4b0ef7a10409},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},27.93662494502750000000,-82.32455572274590000000
Sites.640,POINT (-82.452201180127 27.936442417956172),529004,900 S Harbour Island Blvd,Tampa,FL,33602,,67302,52,{5cfc6ead-43bc-46b1-8c59-0e59e6cfb5c4},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},27.93644241795610000000,-82.45220118012700000000
Sites.439,POINT (-97.62620673974432 27.859999552124034),6564,13202 LEOPARD STREET,Corpus Christi,TX,78410,,317796,80,{12b82bc8-12ae-8c76-ff8b-98bef872c54c},,27.85999955212400000000,-97.62620673974430000000
Sites.371,POINT (-82.72692272417076 27.788447597684407),6364,2070 Tyrone Blvd,St. Petersburg,FL,33710,,368818,0,{2ab35a56-ae87-4f36-8f33-dae5341328a2},,27.78844759768440000000,-82.72692272417070000000
Sites.374,POINT (-82.72692272417076 27.788447597684407),6364,2070 Tyrone Blvd,St. Petersburg,FL,33710,,255897,67,{2ab35a56-ae87-4f36-8f33-dae5341328a3},,27.78844759768440000000,-82.72692272417070000000
Sites.1,POINT (-80.44787458674114 27.636766288867584),213, 1885 58TH AVE,Vero,FL,32966,,260323,,{b7a2ca5c-fd14-4737-92d7-679b34e4c771},,27.63676628886750000000,-80.44787458674110000000
Sites.82,POINT (-99.49972292199999 27.571048647000055),North Creek Plaza,San Dario Ave & Del Mar Blvd,Laredo,TX,78045,935964,935964,79,{46EDE0BA-0076-41D9-A643-5A3CD595636C},,27.57104864700000000000,-99.49972292199990000000
Sites.78,POINT (-80.09765900999997 26.713478429000077),Truist Bank - West Palm Beach,540 Village Blvd,West Palm Beach,FL,33409,66977,56093,49,{C037DF27-A079-47DA-BF53-3138EDAEF6F1},,26.71347842900000000000,-80.09765900999990000000
Sites.345,POINT (-80.20106075733545 26.67624748296282),6379,220 S State Rd 7,West Palm Beach,FL,33414,,254417,73,{a39228c3-b7b4-414f-b963-8d3a0fb849f2},,26.67624748296280000000,-80.20106075733540000000
Sites.24,POINT (-98.79985186399995 26.370205145000057),Starr Plaza,4031 E US Hwy 83,Rio Grande City,TX,78582,,444274,69,{67860084-6541-47FB-99CF-ACFAB72ED863},,26.37020514500000000000,-98.79985186399990000000
Sites.348,POINT (-80.11818106456442 26.316786837943937),218,60 SW 12th Ave,Deerfield Beach,FL,33442,,163624,94,{bdb96dc1-128a-4eca-ba09-22461f143829},,26.31678683794390000000,-80.11818106456440000000
Sites.48,POINT (-98.21583693599996 26.271796747000053),Trenton Crossing North McAllen,N 10th St. & Trenton Rd,McAllen,TX,78504,715985,715985,93,{130FBB1B-9CA0-4B6C-BEE6-10C0911D3B6A},,26.27179674700000000000,-98.21583693599990000000
Sites.31,POINT (-80.25558555399994 26.239511235000066),1136 Coral Springs,650 North Univserity,Coral Springs,FL,33071,,110749,64,{624DEF26-BF47-4D69-94E1-1A7B3594BEDE},,26.23951123500000000000,-80.25558555399990000000
Sites.36,POINT (-98.28401419299996 26.19706300400003),Sharyland Towne Crossing,Shary Rd & US Hwy 83 Shary Rd,Mission,TX,78572,,1079356,65,{30B89937-5FCB-4EE5-A7DE-B85D23537927},,26.19706300400000000000,-98.28401419299990000000
Sites.60,POINT (-98.23214986999994 26.187484762000054),Old Navy - McAllen,S 10th St at US 83,McAllen,TX,,,37768,75,{14D5FF96-82D7-442F-A55C-4219781F247B},,26.18748476200000000000,-98.23214986999990000000
Sites.230,POINT (-80.13882573558502 26.138478866858602),6372,1000 NE 4th Ave,Fort Lauderdale,FL,33304,,52646,85,{87710204-8447-423f-954f-57ca06210089},,26.13847886685860000000,-80.13882573558500000000
Sites.5,POINT (-80.17404512141825 26.013359277521552),120640 - Hollywood Hills Plaza,Hollywood Blvd. & N Park Rd.,Hollywood,FL,33021,,656344,65,{12b8cd35-23b9-143c-ff8ad762ad8e},,26.01335927752150000000,-80.17404512141820000000
Sites.22,POINT (-80.25145205092302 26.01304374764282),120610 Pembroke Commons,N University Dr. & Johnson St.,Pembroke Pines,FL,33024,,738397,60,{12bc892a-33ce-1a8d-28bf-12bb98df12dd},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},26.01304374764280000000,-80.25145205092300000000
Sites.637,POINT (-80.31364086614721 26.00555743675163),Flamingo Pines Shopping Center,S Flamingo Rd. & Pines Blvd.,Pembroke Pines ,FL,33027,,404420,30,{8fb1039e-81a6-4077-a4cf-1d8cc611669f},,26.00555743675160000000,-80.31364086614720000000
Sites.586,POINT (-97.50884287379027 25.968443317384075),Las Tiendas Plaza,US 77/83 Expwy. & Morrison Rd.,"Brownsville,  ",TX,78526,,625746,87,{be864208-992d-4b2f-bc6e-ce32705756fc},,25.96844331738400000000,-97.50884287379020000000
Sites.603,POINT (-80.4189245836269 25.759950935369233),"120600 - Tamiami Trail Shops
",Tamiami Trail & SW 137th Ave,Miami,FL,33184,,297900,60,{e07f2883-68d5-46ca-8f1c-9f2c904cd504},{9332e7f4-c292-4480-af81-dacc89da5a87},25.75995093536920000000,-80.41892458362690000000
Sites.151,POINT (-66.4892860275372 18.430988817896647),Manati Villa Maria S.C.,PR-2 & Rte.149,Manati,PR,674,,120023,82,{7e3e32f0-ab9d-46f6-901b-d59d0c9a1265},,18.43098881789660000000,-66.48928602753720000000
Sites.148,POINT (-65.92554294406204 18.375875579017034),Los Colobos,PR-874 & PR-3,Carolina,PR,983,,1439907,60,{e3a7ab01-e9a1-4957-9945-aa682180f6b8},,18.37587557901700000000,-65.92554294406200000000
Sites.204,POINT (-66.01704713330177 18.369922538334283),113700 - Trujillo Alto Plaza,PR-181 & PR-846,Trujillo Alto,PR,908,,359777,29,{b0113994-d881-4e65-88e1-ea4b3c7fbb4c},,18.36992253833420000000,-66.01704713330170000000
Sites.150,POINT (-66.18797878421124 18.360542696534907),Rexville Town Center,SR PR 167 & PR 199,Bayamon,PR,957,,482809,78,{9432a3f9-6c40-43c9-9715-a7b32b5701e3},,18.36054269653490000000,-66.18797878421120000000
Sites.149,POINT (-66.0224343647496 18.248176519299903),Kimco Plaza Centro,PR-30 & Ave. Rafael Cordero,Caguas,PR,725,,1001882,68,{5079732c-0c13-44cd-a5d7-abf01eaa0317},,18.24817651929990000000,-66.02243436474960000000
Sites.210,POINT (-67.16357428937303 18.2432670529151),Western Plaza,PR2 & Rtu. 142,Mayaguez,PR,680,,961920,63,{af920256-5759-41c3-bb4f-27983ce83014},,18.24326705291510000000,-67.16357428937300000000
Sites.202,POINT (-66.63844467643685 17.996229029767125),"113680 - Ponce Town Center
","PR2 & PR10, C. Baramaya",Ponce,PR,715,,737473,6,{30f4e814-15f1-4f5e-b34b-74c890bf1c51},,17.99622902976710000000,-66.63844467643680000000
